datum,bedrag,tegenpartij_id,factuurreferentie,bankrekening,kanaal,transactienummer
2016-04-30,6146.8,C10028,PR003026,1615,Betalingen onderweg,17183
2016-04-30,135.52,C10028,VK001700,1615,Betalingen onderweg,17184
2016-04-30,3354.12,C10033,PR003029,1615,Betalingen onderweg,17185
2016-04-30,242,C10033,VK001683,1615,Betalingen onderweg,17186
2016-04-30,1058.02,C10044,PR003038,1615,Betalingen onderweg,17187
2016-04-30,1064.8,C10045,PR003039,1615,Betalingen onderweg,17188
2016-04-30,2274.8,C10046,PR002963,1615,Betalingen onderweg,17189
2016-04-30,3484.8,C10055,PR003047,1615,Betalingen onderweg,17190
2016-04-30,2371.6,C10056,PR003048,1615,Betalingen onderweg,17191
2016-04-30,539.96,C10056,VK001687,1615,Betalingen onderweg,17192
2016-04-30,2371.6,C10057,PR003049,1615,Betalingen onderweg,17193
2016-04-30,514.25,C10057,VK001704,1615,Betalingen onderweg,17194
2016-04-30,6131.07,C10067,VK001688,1615,Betalingen onderweg,17195
2016-04-30,1210,C10069,PR003055,1615,Betalingen onderweg,17196
2016-04-30,1694,C10085,PR003061,1615,Betalingen onderweg,17197
2016-04-30,21.78,C10085,VK001690,1615,Betalingen onderweg,17198
2016-04-30,3136.32,C10096,PR003068,1615,Betalingen onderweg,17199
2016-04-30,3726.8,C10101,PR003070,1615,Betalingen onderweg,17200
2016-04-30,3630,C10119,PR003079,1615,Betalingen onderweg,17201
2016-04-30,6727.6,C10122,PR003080,1615,Betalingen onderweg,17202
2016-04-30,3472.7,C10129,VK001694,1615,Betalingen onderweg,17203
2016-04-30,3339.6,C10134,PR003084,1615,Betalingen onderweg,17204
2016-04-30,2144.12,C10137,PR003086,1615,Betalingen onderweg,17205
2016-04-30,332.75,C10137,VK001714,1615,Betalingen onderweg,17206
2016-04-30,866.36,C10147,VK001718,1615,Betalingen onderweg,17207
2016-04-30,2710.4,C10153,PR003095,1615,Betalingen onderweg,17208
2016-04-30,3412.2,C10155,PR003096,1615,Betalingen onderweg,17209
2016-04-30,1306.8,C10157,PR002999,1615,Betalingen onderweg,17210
2016-04-30,199.21,C10179,VK001674,1615,Betalingen onderweg,17211
2016-04-30,477.95,C10183,CU000646,1615,Betalingen onderweg,17212
2016-05-13,-359.72,S50003,IK000580,1615,Betalingen onderweg,17748
2016-05-13,-1996.5,S50004,IK000575,1615,Betalingen onderweg,17749
2016-05-13,-287.17,S50015,IK000576,1615,Betalingen onderweg,17750
2016-05-13,-365.15,S50021,IK000579,1615,Betalingen onderweg,17751
2016-05-13,-320.77,S50023,IK000577,1615,Betalingen onderweg,17752
2016-05-13,-637.72,S50028,IG000365,1615,Betalingen onderweg,17753
2016-05-13,-2063.29,S50029,IG000361,1615,Betalingen onderweg,17754
2016-05-13,-703.31,S50030,IG000363,1615,Betalingen onderweg,17755
2016-05-13,-115.86,S50030,IG000368,1615,Betalingen onderweg,17756
2016-05-13,-8697.38,S50031,IG000356,1615,Betalingen onderweg,17757
2016-05-13,-139.15,S50031,IG000360,1615,Betalingen onderweg,17758
2016-05-13,-10370.26,S50031,IG000364,1615,Betalingen onderweg,17759
2016-05-13,-1506.45,S50039,IK000574,1615,Betalingen onderweg,17760
2016-05-13,-17982.78,S50034,IG000362,1615,Betalingen onderweg,17761
2016-05-13,-1936,S50034,IG000366,1615,Betalingen onderweg,17762
2016-05-13,-751.4,S58981,IK000578,1615,Betalingen onderweg,17764
2016-05-13,-623.63,S52412,IK000581,1615,Betalingen onderweg,17765
2016-05-15,-691.42,S52224,IK000584,1615,Betalingen onderweg,17763
2016-05-15,36.24,C10068,AB001119,1615,Betalingen onderweg,17766
2016-05-15,1210,C10068,PR003102,1615,Betalingen onderweg,17767
2016-05-15,477.95,C10186,CU000690,1615,Betalingen onderweg,17768
2016-05-15,3339.6,C10186,PR003103,1615,Betalingen onderweg,17769
2016-05-15,152.46,C10186,VK001723,1615,Betalingen onderweg,17770
2016-05-15,72.54,C10185,AB001120,1615,Betalingen onderweg,17771
2016-05-15,958.32,C10185,PR003104,1615,Betalingen onderweg,17772
2016-05-15,45.86,C10009,AB001122,1615,Betalingen onderweg,17773
2016-05-15,477.95,C10009,CU000691,1615,Betalingen onderweg,17774
2016-05-15,968,C10009,PR003108,1615,Betalingen onderweg,17775
2016-05-15,1072.06,C10009,VK001724,1615,Betalingen onderweg,17776
2016-05-15,387.2,C10026,PR003122,1615,Betalingen onderweg,17777
2016-05-15,313.39,C10026,VK001727,1615,Betalingen onderweg,17778
2016-05-15,72.54,C10027,AB001128,1615,Betalingen onderweg,17779
2016-05-15,477.95,C10027,CU000697,1615,Betalingen onderweg,17780
2016-05-15,1176.12,C10035,PR003031,1615,Betalingen onderweg,17781
2016-05-15,2662,C10036,PR003032,1615,Betalingen onderweg,17782
2016-05-15,1064.8,C10037,PR003130,1615,Betalingen onderweg,17783
2016-05-15,477.95,C10040,CU000703,1615,Betalingen onderweg,17784
2016-05-15,968,C10040,PR003133,1615,Betalingen onderweg,17785
2016-05-15,72.54,C10041,AB001131,1615,Betalingen onderweg,17786
2016-05-15,3388,C10041,PR003036,1615,Betalingen onderweg,17787
2016-05-15,3872,C10051,PR003044,1615,Betalingen onderweg,17788
2016-05-15,36.24,C10054,AB001135,1615,Betalingen onderweg,17789
2016-05-15,2047.32,C10054,PR003046,1615,Betalingen onderweg,17790
2016-05-15,4065.6,C10059,PR003149,1615,Betalingen onderweg,17791
2016-05-15,72.54,C10064,AB001140,1615,Betalingen onderweg,17792
2016-05-15,4694.8,C10064,PR003152,1615,Betalingen onderweg,17793
2016-05-15,246.84,C10064,VK001733,1615,Betalingen onderweg,17794
2016-05-15,60.44,C10065,AB001141,1615,Betalingen onderweg,17795
2016-05-15,112.41,C10005,AB001144,1615,Betalingen onderweg,17796
2016-05-15,4743.2,C10005,PR003153,1615,Betalingen onderweg,17797
2016-05-15,428.34,C10005,VK001751,1615,Betalingen onderweg,17798
2016-05-15,477.95,C10070,CU000714,1615,Betalingen onderweg,17799
2016-05-15,2952.4,C10070,PR003155,1615,Betalingen onderweg,17800
2016-05-15,358.11,C10070,VK001734,1615,Betalingen onderweg,17801
2016-05-15,72.54,C10071,AB001145,1615,Betalingen onderweg,17802
2016-05-15,477.95,C10071,CU000715,1615,Betalingen onderweg,17803
2016-05-15,72.54,C10072,AB001146,1615,Betalingen onderweg,17804
2016-05-15,477.95,C10072,CU000716,1615,Betalingen onderweg,17805
2016-05-15,2904,C10072,PR003156,1615,Betalingen onderweg,17806
2016-05-15,477.95,C10073,CU000717,1615,Betalingen onderweg,17807
2016-05-15,617.1,C10073,VK001752,1615,Betalingen onderweg,17808
2016-05-15,477.95,C10075,CU000718,1615,Betalingen onderweg,17809
2016-05-15,477.95,C10077,CU000719,1615,Betalingen onderweg,17810
2016-05-15,5146.13,C10077,VK001736,1615,Betalingen onderweg,17811
2016-05-15,1306.8,C10082,PR003059,1615,Betalingen onderweg,17812
2016-05-15,6310.15,C10090,VK001755,1615,Betalingen onderweg,17813
2016-05-15,3378.32,C10093,PR003163,1615,Betalingen onderweg,17814
2016-05-15,398.94,C10100,AB001155,1615,Betalingen onderweg,17815
2016-05-15,6485.6,C10100,PR003165,1615,Betalingen onderweg,17816
2016-05-15,477.95,C10104,CU000722,1615,Betalingen onderweg,17817
2016-05-15,1452,C10104,PR003167,1615,Betalingen onderweg,17818
2016-05-15,2240.92,C10111,PR003170,1615,Betalingen onderweg,17819
2016-05-15,968,C10115,PR003173,1615,Betalingen onderweg,17820
2016-05-15,968,C10124,PR003178,1615,Betalingen onderweg,17821
2016-05-15,72.54,C10136,AB001168,1615,Betalingen onderweg,17822
2016-05-15,4539.92,C10136,PR003182,1615,Betalingen onderweg,17823
2016-05-15,72.54,C10139,AB001170,1615,Betalingen onderweg,17824
2016-05-15,2758.8,C10139,PR003185,1615,Betalingen onderweg,17825
2016-05-15,104.06,C10139,VK001762,1615,Betalingen onderweg,17826
2016-05-15,72.54,C10140,AB001171,1615,Betalingen onderweg,17827
2016-05-15,2090.88,C10140,PR003089,1615,Betalingen onderweg,17828
2016-05-15,3368.04,C10140,VK001741,1615,Betalingen onderweg,17829
2016-05-15,2032.8,C10148,PR003189,1615,Betalingen onderweg,17830
2016-05-15,41.14,C10150,PR003094,1615,Betalingen onderweg,17831
2016-05-15,1210,C10158,PR003193,1615,Betalingen onderweg,17832
2016-05-15,998.25,C10158,VK001764,1615,Betalingen onderweg,17833
2016-05-15,3775.2,C10170,PR003196,1615,Betalingen onderweg,17834
2016-05-15,181.98,C10177,AB001178,1615,Betalingen onderweg,17835
2016-05-15,268.62,C10177,VK001722,1615,Betalingen onderweg,17836
2016-05-15,82.16,C10181,AB001179,1615,Betalingen onderweg,17837
2016-05-15,1433.85,C10050,CU000689,1615,Betalingen onderweg,17838
2016-05-15,5504.05,C10050,PR003101,1615,Betalingen onderweg,17839
2016-05-15,82.16,C10007,AB001121,1615,Betalingen onderweg,17840
2016-05-15,1064.8,C10007,PR003106,1615,Betalingen onderweg,17841
2016-05-15,4404.4,C10013,PR003112,1615,Betalingen onderweg,17842
2016-05-15,2274.8,C10014,PR003113,1615,Betalingen onderweg,17843
2016-05-15,9388.39,C10014,VK001745,1615,Betalingen onderweg,17844
2016-05-15,1848.88,C10016,PR003115,1615,Betalingen onderweg,17845
2016-05-15,82.16,C10018,AB001124,1615,Betalingen onderweg,17846
2016-05-15,2410.32,C10018,PR003117,1615,Betalingen onderweg,17847
2016-05-15,2032.8,C10022,PR003021,1615,Betalingen onderweg,17848
2016-05-15,5091.68,C10023,PR003022,1615,Betalingen onderweg,17849
2016-05-15,477.95,C10002,CU000696,1615,Betalingen onderweg,17850
2016-05-15,2129.6,C10025,PR003121,1615,Betalingen onderweg,17851
2016-05-15,422.29,C10025,VK001726,1615,Betalingen onderweg,17852
2016-05-15,82.16,C10028,AB001129,1615,Betalingen onderweg,17853
2016-05-15,477.95,C10028,CU000698,1615,Betalingen onderweg,17854
2016-05-15,3823.6,C10028,PR003123,1615,Betalingen onderweg,17855
2016-05-15,4452.8,C10033,PR003126,1615,Betalingen onderweg,17856
2016-05-15,3090.82,C10039,PR003132,1615,Betalingen onderweg,17857
2016-05-15,36.24,C10043,AB001132,1615,Betalingen onderweg,17858
2016-05-15,477.95,C10043,CU000705,1615,Betalingen onderweg,17859
2016-05-15,2274.8,C10043,PR003136,1615,Betalingen onderweg,17860
2016-05-15,4452.8,C10046,PR003040,1615,Betalingen onderweg,17861
2016-05-15,32.67,C10046,VK001729,1615,Betalingen onderweg,17862
2016-05-15,1306.8,C10055,PR003145,1615,Betalingen onderweg,17863
2016-05-15,2371.6,C10055,VK001731,1615,Betalingen onderweg,17864
2016-05-15,72.54,C10056,AB001136,1615,Betalingen onderweg,17865
2016-05-15,2178,C10056,PR003146,1615,Betalingen onderweg,17866
2016-05-15,1089,C10057,PR003147,1615,Betalingen onderweg,17867
2016-05-15,3339.6,C10058,PR003050,1615,Betalingen onderweg,17868
2016-05-15,72.54,C10062,AB001138,1615,Betalingen onderweg,17869
2016-05-15,1433.85,C10062,CU000711,1615,Betalingen onderweg,17870
2016-05-15,199.65,C10066,AB001142,1615,Betalingen onderweg,17871
2016-05-15,72.54,C10067,AB001143,1615,Betalingen onderweg,17872
2016-05-15,477.95,C10067,CU000712,1615,Betalingen onderweg,17873
2016-05-15,477.95,C10069,CU000713,1615,Betalingen onderweg,17874
2016-05-15,822.8,C10069,PR003154,1615,Betalingen onderweg,17875
2016-05-15,330.33,C10078,VK001689,1615,Betalingen onderweg,17876
2016-05-15,72.54,C10087,AB001152,1615,Betalingen onderweg,17877
2016-05-15,5517.6,C10087,PR003159,1615,Betalingen onderweg,17878
2016-05-15,309.86,C10087,VK001754,1615,Betalingen onderweg,17879
2016-05-15,1064.8,C10096,PR003164,1615,Betalingen onderweg,17880
2016-05-15,1805.78,C10096,VK001756,1615,Betalingen onderweg,17881
2016-05-15,4815.8,C10101,PR003166,1615,Betalingen onderweg,17882
2016-05-15,1566.95,C10101,VK001758,1615,Betalingen onderweg,17883
2016-05-15,779.24,C10110,VK001759,1615,Betalingen onderweg,17884
2016-05-15,72.54,C10116,AB001163,1615,Betalingen onderweg,17885
2016-05-15,1887.6,C10119,PR003176,1615,Betalingen onderweg,17886
2016-05-15,61.71,C10119,VK001760,1615,Betalingen onderweg,17887
2016-05-15,2904,C10122,PR003177,1615,Betalingen onderweg,17888
2016-05-15,181.32,C10129,AB001166,1615,Betalingen onderweg,17889
2016-05-15,3726.8,C10134,PR003181,1615,Betalingen onderweg,17890
2016-05-15,3581.6,C10137,PR003183,1615,Betalingen onderweg,17891
2016-05-15,5033.6,C10153,PR003190,1615,Betalingen onderweg,17892
2016-05-15,1452,C10155,PR003191,1615,Betalingen onderweg,17893
2016-05-15,82.16,C10157,AB001174,1615,Betalingen onderweg,17894
2016-05-15,2420,C10157,PR003097,1615,Betalingen onderweg,17895
2016-05-15,28.86,C10169,AB001176,1615,Betalingen onderweg,17896
2016-05-15,2845.92,C10169,PR003195,1615,Betalingen onderweg,17897
2016-05-15,225.06,C10169,VK001743,1615,Betalingen onderweg,17898
2016-05-31,-144725,S50001,BL000040,1615,Betalingen onderweg,17952
2016-05-31,-3638.47,S50002,IK000593,1615,Betalingen onderweg,17953
2016-05-31,-1208,S50011,IK000590,1615,Betalingen onderweg,17954
2016-05-31,-500.03,S50012,IG000380,1615,Betalingen onderweg,17955
2016-05-31,-338.44,S50012,IG000389,1615,Betalingen onderweg,17956
2016-05-31,-46666.78,S50014,IK000585,1615,Betalingen onderweg,17957
2016-05-31,-373.36,S50015,IK000587,1615,Betalingen onderweg,17958
2016-05-31,-10103.02,S50024,IG000381,1615,Betalingen onderweg,17959
2016-05-31,-13156.09,S50024,IG000384,1615,Betalingen onderweg,17960
2016-05-31,-1494.35,S50026,IK000591,1615,Betalingen onderweg,17961
2016-05-31,-485.55,S50028,IG000370,1615,Betalingen onderweg,17962
2016-05-31,-1931.16,S50029,IG000372,1615,Betalingen onderweg,17963
2016-05-31,-590.48,S50032,IG000371,1615,Betalingen onderweg,17964
2016-05-31,-1542.36,S50033,IK000588,1615,Betalingen onderweg,17965
2016-05-31,-1886.58,S50033,IK000589,1615,Betalingen onderweg,17966
2016-05-31,-700.59,S50035,IH000022,1615,Betalingen onderweg,17967
2016-05-31,-887.92,S50035,IK000592,1615,Betalingen onderweg,17968
2016-05-31,-1403.6,S50036,IK000582,1615,Betalingen onderweg,17969
2016-05-31,-1240.25,S50040,IK000583,1615,Betalingen onderweg,17970
2016-05-31,-595.93,S51306,IH000021,1615,Betalingen onderweg,17971
2016-05-31,-7580.41,S50034,IG000369,1615,Betalingen onderweg,17972
2016-05-31,-121,S50034,IG000373,1615,Betalingen onderweg,17973
2016-05-31,-359.43,S54994,IK000586,1615,Betalingen onderweg,17974
2016-05-31,-348.48,S50500,IK000594,1615,Betalingen onderweg,17975
2016-05-31,3968.8,C10068,PR003199,1615,Betalingen onderweg,17976
2016-05-31,7204.82,C10186,PR003200,1615,Betalingen onderweg,17977
2016-05-31,4132.39,C10185,PR003201,1615,Betalingen onderweg,17978
2016-05-31,284.35,C10185,VK001792,1615,Betalingen onderweg,17979
2016-05-31,2274.8,C10009,PR003205,1615,Betalingen onderweg,17980
2016-05-31,119.79,C10009,VK001793,1615,Betalingen onderweg,17981
2016-05-31,2516.8,C10026,PR003220,1615,Betalingen onderweg,17982
2016-05-31,4343.9,C10026,VK001796,1615,Betalingen onderweg,17983
2016-05-31,6084.85,C10027,PR003221,1615,Betalingen onderweg,17984
2016-05-31,955.9,C10035,CU000700,1615,Betalingen onderweg,17985
2016-05-31,2274.8,C10035,PR003128,1615,Betalingen onderweg,17986
2016-05-31,6655,C10035,PR003228,1615,Betalingen onderweg,17987
2016-05-31,1433.85,C10036,CU000701,1615,Betalingen onderweg,17988
2016-05-31,4632.85,C10036,PR003129,1615,Betalingen onderweg,17989
2016-05-31,7543.62,C10036,PR003229,1615,Betalingen onderweg,17990
2016-05-31,1306.8,C10037,PR003230,1615,Betalingen onderweg,17991
2016-05-31,2420,C10040,PR003233,1615,Betalingen onderweg,17992
2016-05-31,3968.8,C10041,PR003134,1615,Betalingen onderweg,17993
2016-05-31,3823.6,C10051,PR003142,1615,Betalingen onderweg,17994
2016-05-31,1306.8,C10054,PR003144,1615,Betalingen onderweg,17995
2016-05-31,4660.92,C10059,PR003248,1615,Betalingen onderweg,17996
2016-05-31,3121.8,C10059,VK001798,1615,Betalingen onderweg,17997
2016-05-31,1936,C10064,PR003251,1615,Betalingen onderweg,17998
2016-05-31,1711.42,C10005,PR003252,1615,Betalingen onderweg,17999
2016-05-31,3184.72,C10070,PR003254,1615,Betalingen onderweg,18000
2016-05-31,435.6,C10070,VK001775,1615,Betalingen onderweg,18001
2016-05-31,284.35,C10071,VK001776,1615,Betalingen onderweg,18002
2016-05-31,561.44,C10071,VK001799,1615,Betalingen onderweg,18003
2016-05-31,3436.4,C10072,PR003255,1615,Betalingen onderweg,18004
2016-05-31,793.3,C10072,VK001777,1615,Betalingen onderweg,18005
2016-05-31,968,C10073,PR003256,1615,Betalingen onderweg,18006
2016-05-31,164.56,C10075,VK001800,1615,Betalingen onderweg,18007
2016-05-31,5069.9,C10080,VK001801,1615,Betalingen onderweg,18008
2016-05-31,4905.82,C10082,PR003259,1615,Betalingen onderweg,18009
2016-05-31,4325.75,C10082,VK001779,1615,Betalingen onderweg,18010
2016-05-31,2274.8,C10090,PR003263,1615,Betalingen onderweg,18011
2016-05-31,1718.2,C10093,PR003265,1615,Betalingen onderweg,18012
2016-05-31,3983.32,C10093,VK001803,1615,Betalingen onderweg,18013
2016-05-31,2516.8,C10100,PR003268,1615,Betalingen onderweg,18014
2016-05-31,1669.8,C10104,PR003270,1615,Betalingen onderweg,18015
2016-05-31,2061.84,C10104,VK001806,1615,Betalingen onderweg,18016
2016-05-31,1058.02,C10111,PR003273,1615,Betalingen onderweg,18017
2016-05-31,72.6,C10111,VK001809,1615,Betalingen onderweg,18018
2016-05-31,3959.12,C10115,PR003276,1615,Betalingen onderweg,18019
2016-05-31,5017.14,C10124,PR003281,1615,Betalingen onderweg,18020
2016-05-31,1210,C10136,PR003285,1615,Betalingen onderweg,18021
2016-05-31,169.4,C10136,VK001786,1615,Betalingen onderweg,18022
2016-05-31,1306.8,C10139,PR003288,1615,Betalingen onderweg,18023
2016-05-31,1306.8,C10140,PR003186,1615,Betalingen onderweg,18024
2016-05-31,3090.82,C10140,PR003289,1615,Betalingen onderweg,18025
2016-05-31,1089,C10148,PR003293,1615,Betalingen onderweg,18026
2016-05-31,2274.8,C10150,PR003294,1615,Betalingen onderweg,18027
2016-05-31,3146,C10158,PR003297,1615,Betalingen onderweg,18028
2016-05-31,1306.8,C10170,PR003300,1615,Betalingen onderweg,18029
2016-05-31,317.63,C10170,VK001789,1615,Betalingen onderweg,18030
2016-05-31,1016.4,C10024,PR003197,1615,Betalingen onderweg,18031
2016-05-31,7802.08,C10050,PR003198,1615,Betalingen onderweg,18032
2016-05-31,4340.27,C10050,VK001791,1615,Betalingen onderweg,18033
2016-05-31,3509,C10007,PR003203,1615,Betalingen onderweg,18034
2016-05-31,5130.4,C10013,PR003209,1615,Betalingen onderweg,18035
2016-05-31,1064.8,C10014,PR003210,1615,Betalingen onderweg,18036
2016-05-31,3294.1,C10016,PR003212,1615,Betalingen onderweg,18037
2016-05-31,3388,C10018,PR003214,1615,Betalingen onderweg,18038
2016-05-31,304.92,C10018,VK001767,1615,Betalingen onderweg,18039
2016-05-31,477.95,C10022,CU000695,1615,Betalingen onderweg,18040
2016-05-31,2652.32,C10022,PR003119,1615,Betalingen onderweg,18041
2016-05-31,179.08,C10022,VK001746,1615,Betalingen onderweg,18042
2016-05-31,3363.8,C10023,PR003120,1615,Betalingen onderweg,18043
2016-05-31,1210,C10025,PR003219,1615,Betalingen onderweg,18044
2016-05-31,3959.12,C10028,PR003222,1615,Betalingen onderweg,18045
2016-05-31,1306.8,C10033,PR003226,1615,Betalingen onderweg,18046
2016-05-31,2299,C10039,PR003232,1615,Betalingen onderweg,18047
2016-05-31,447.7,C10039,VK001770,1615,Betalingen onderweg,18048
2016-05-31,4688.02,C10044,PR003236,1615,Betalingen onderweg,18049
2016-05-31,2032.8,C10045,PR003237,1615,Betalingen onderweg,18050
2016-05-31,50.82,C10045,VK001773,1615,Betalingen onderweg,18051
2016-05-31,955.9,C10046,CU000706,1615,Betalingen onderweg,18052
2016-05-31,1694,C10046,PR003137,1615,Betalingen onderweg,18053
2016-05-31,2274.8,C10055,PR003245,1615,Betalingen onderweg,18054
2016-05-31,3630,C10056,PR003246,1615,Betalingen onderweg,18055
2016-05-31,6287.64,C10057,PR003247,1615,Betalingen onderweg,18056
2016-05-31,2516.8,C10058,PR003148,1615,Betalingen onderweg,18057
2016-05-31,1086.58,C10058,VK001732,1615,Betalingen onderweg,18058
2016-05-31,1949.31,C10066,VK001750,1615,Betalingen onderweg,18059
2016-05-31,7598.8,C10067,VK001774,1615,Betalingen onderweg,18060
2016-05-31,2516.8,C10069,PR003253,1615,Betalingen onderweg,18061
2016-05-31,1210,C10085,PR003261,1615,Betalingen onderweg,18062
2016-05-31,145.2,C10087,VK001780,1615,Betalingen onderweg,18063
2016-05-31,968,C10096,PR003267,1615,Betalingen onderweg,18064
2016-05-31,9.68,C10096,VK001781,1615,Betalingen onderweg,18065
2016-05-31,35.94,C10096,VK001804,1615,Betalingen onderweg,18066
2016-05-31,1669.8,C10101,PR003269,1615,Betalingen onderweg,18067
2016-05-31,1694,C10116,PR003174,1615,Betalingen onderweg,18068
2016-05-31,638.88,C10119,PR003279,1615,Betalingen onderweg,18069
2016-05-31,2516.8,C10122,PR003280,1615,Betalingen onderweg,18070
2016-05-31,1210,C10134,PR003284,1615,Betalingen onderweg,18071
2016-05-31,4107.22,C10137,PR003286,1615,Betalingen onderweg,18072
2016-05-31,11.98,C10137,VK001810,1615,Betalingen onderweg,18073
2016-05-31,5.99,C10147,VK001787,1615,Betalingen onderweg,18074
2016-05-31,4356,C10153,PR003295,1615,Betalingen onderweg,18075
2016-05-31,2202.2,C10155,VK001788,1615,Betalingen onderweg,18076
2016-05-31,2821.72,C10157,PR003192,1615,Betalingen onderweg,18077
2016-05-31,4477,C10169,PR003299,1615,Betalingen onderweg,18078
2016-05-31,3789.72,C10174,VK001790,1615,Betalingen onderweg,18079
2016-06-15,36.24,C10068,AB001180,1615,Betalingen onderweg,18718
2016-06-15,968,C10068,PR003303,1615,Betalingen onderweg,18719
2016-06-15,972.84,C10068,VK001848,1615,Betalingen onderweg,18720
2016-06-15,120.88,C10186,AB001181,1615,Betalingen onderweg,18721
2016-06-15,477.95,C10186,CU000728,1615,Betalingen onderweg,18722
2016-06-15,10108.82,C10186,PR003304,1615,Betalingen onderweg,18723
2016-06-15,223.85,C10186,VK001849,1615,Betalingen onderweg,18724
2016-06-15,72.54,C10185,AB001182,1615,Betalingen onderweg,18725
2016-06-15,5559.22,C10185,PR003305,1615,Betalingen onderweg,18726
2016-06-15,45.86,C10009,AB001184,1615,Betalingen onderweg,18727
2016-06-15,3332.82,C10009,PR003309,1615,Betalingen onderweg,18728
2016-06-15,477.95,C10026,CU000734,1615,Betalingen onderweg,18729
2016-06-15,2810.1,C10026,PR003322,1615,Betalingen onderweg,18730
2016-06-15,179.08,C10026,VK001854,1615,Betalingen onderweg,18731
2016-06-15,72.54,C10027,AB001191,1615,Betalingen onderweg,18732
2016-06-15,1058.02,C10027,PR003323,1615,Betalingen onderweg,18733
2016-06-15,284.35,C10027,VK001855,1615,Betalingen onderweg,18734
2016-06-15,870.47,C10036,AB001196,1615,Betalingen onderweg,18735
2016-06-15,477.95,C10037,CU000737,1615,Betalingen onderweg,18736
2016-06-15,5898.02,C10037,PR003332,1615,Betalingen onderweg,18737
2016-06-15,1452,C10040,PR003335,1615,Betalingen onderweg,18738
2016-06-15,72.54,C10041,AB001197,1615,Betalingen onderweg,18739
2016-06-15,6243.6,C10041,PR003234,1615,Betalingen onderweg,18740
2016-06-15,1447.16,C10041,VK001771,1615,Betalingen onderweg,18741
2016-06-15,36.24,C10054,AB001202,1615,Betalingen onderweg,18742
2016-06-15,6306.52,C10054,PR003244,1615,Betalingen onderweg,18743
2016-06-15,907.5,C10059,CU000749,1615,Betalingen onderweg,18744
2016-06-15,1306.8,C10059,PR003353,1615,Betalingen onderweg,18745
2016-06-15,12623.93,C10059,VK001860,1615,Betalingen onderweg,18746
2016-06-15,72.54,C10064,AB001207,1615,Betalingen onderweg,18747
2016-06-15,1790.8,C10064,PR003356,1615,Betalingen onderweg,18748
2016-06-15,60.44,C10065,AB001208,1615,Betalingen onderweg,18749
2016-06-15,477.95,C10065,CU000751,1615,Betalingen onderweg,18750
2016-06-15,112.41,C10005,AB001210,1615,Betalingen onderweg,18751
2016-06-15,1064.8,C10005,PR003357,1615,Betalingen onderweg,18752
2016-06-15,4452.8,C10070,PR003359,1615,Betalingen onderweg,18753
2016-06-15,1361.25,C10070,VK001861,1615,Betalingen onderweg,18754
2016-06-15,72.54,C10071,AB001211,1615,Betalingen onderweg,18755
2016-06-15,72.54,C10072,AB001212,1615,Betalingen onderweg,18756
2016-06-15,477.95,C10072,CU000755,1615,Betalingen onderweg,18757
2016-06-15,4743.2,C10072,PR003360,1615,Betalingen onderweg,18758
2016-06-15,2662,C10073,PR003361,1615,Betalingen onderweg,18759
2016-06-15,477.95,C10077,CU000756,1615,Betalingen onderweg,18760
2016-06-15,174.24,C10077,VK001836,1615,Betalingen onderweg,18761
2016-06-15,477.95,C10081,CU000758,1615,Betalingen onderweg,18762
2016-06-15,217.62,C10090,AB001221,1615,Betalingen onderweg,18763
2016-06-15,2516.8,C10090,PR003371,1615,Betalingen onderweg,18764
2016-06-15,1707.55,C10090,VK001863,1615,Betalingen onderweg,18765
2016-06-15,7695.6,C10093,PR003373,1615,Betalingen onderweg,18766
2016-06-15,477.95,C10095,CU000759,1615,Betalingen onderweg,18767
2016-06-15,3607.2,C10095,VK001865,1615,Betalingen onderweg,18768
2016-06-15,4058.82,C10100,PR003376,1615,Betalingen onderweg,18769
2016-06-15,7502,C10104,PR003378,1615,Betalingen onderweg,18770
2016-06-15,3236.02,C10115,PR003383,1615,Betalingen onderweg,18771
2016-06-15,3332.82,C10124,PR003388,1615,Betalingen onderweg,18772
2016-06-15,98.59,C10127,VK001872,1615,Betalingen onderweg,18773
2016-06-15,72.54,C10136,AB001237,1615,Betalingen onderweg,18774
2016-06-15,3823.6,C10136,PR003391,1615,Betalingen onderweg,18775
2016-06-15,72.54,C10139,AB001238,1615,Betalingen onderweg,18776
2016-06-15,907.5,C10139,CU000762,1615,Betalingen onderweg,18777
2016-06-15,72.54,C10140,AB001239,1615,Betalingen onderweg,18778
2016-06-15,10.89,C10140,VK001843,1615,Betalingen onderweg,18779
2016-06-15,2116.05,C10148,PR003396,1615,Betalingen onderweg,18780
2016-06-15,4564.12,C10158,PR003401,1615,Betalingen onderweg,18781
2016-06-15,484,C10170,PR003403,1615,Betalingen onderweg,18782
2016-06-15,263.18,C10177,VK001847,1615,Betalingen onderweg,18783
2016-06-15,82.16,C10181,AB001246,1615,Betalingen onderweg,18784
2016-06-15,907.5,C10024,CU000727,1615,Betalingen onderweg,18785
2016-06-15,4840,C10024,PR003301,1615,Betalingen onderweg,18786
2016-06-15,3671.62,C10050,PR003302,1615,Betalingen onderweg,18787
2016-06-15,82.16,C10007,AB001183,1615,Betalingen onderweg,18788
2016-06-15,477.95,C10007,CU000730,1615,Betalingen onderweg,18789
2016-06-15,2904,C10007,PR003307,1615,Betalingen onderweg,18790
2016-06-15,9085.65,C10013,PR003313,1615,Betalingen onderweg,18791
