factuurnummer,leveranciernummer,factuurdatum,bedrag_incl_btw,journaal_id,inkoopboek,transactienummer,soort_boeking
IK000608,S54994,2016-06-02,352.04,11,Inkoopboek kosten,18689,AscImp
IK000609,S52224,2016-06-03,674.56,11,Inkoopboek kosten,18690,AscImp
IK000610,S50002,2016-06-06,3638.47,11,Inkoopboek kosten,18691,AscImp
IK000611,S50033,2016-06-08,1549.76,11,Inkoopboek kosten,18692,AscImp
IK000612,S50033,2016-06-08,1492.41,11,Inkoopboek kosten,18693,AscImp
IK000613,S58231,2016-06-09,4809.3,11,Inkoopboek kosten,18694,AscImp
IK000614,S50026,2016-06-13,1574.21,11,Inkoopboek kosten,18695,AscImp
IK000615,S50035,2016-06-14,887.92,11,Inkoopboek kosten,18696,AscImp
IK000616,S50500,2016-06-14,401.72,11,Inkoopboek kosten,18697,AscImp
IK000617,S50015,2016-06-15,548.75,11,Inkoopboek kosten,18698,AscImp
IK000618,S58981,2016-06-16,751.4,11,Inkoopboek kosten,18699,AscImp
IK000619,S50021,2016-06-17,365.15,11,Inkoopboek kosten,18700,AscImp
IK000620,S50003,2016-06-23,299.58,11,Inkoopboek kosten,18701,AscImp
IK000621,S52412,2016-06-23,1071.64,11,Inkoopboek kosten,18702,AscImp
IH000025,S50035,2016-06-28,937.6,11,Inkoopboek kosten,19013,FiEivMut
IK000622,S50036,2016-06-24,1085.79,11,Inkoopboek kosten,18703,AscImp
IK000623,S50037,2016-06-27,164.08,11,Inkoopboek kosten,18704,AscImp
IK000624,S50040,2016-06-28,1058.15,11,Inkoopboek kosten,18705,AscImp
IK000625,S50090,2016-06-30,24200,11,Inkoopboek kosten,18712,AscImp
IH000026,S51306,2016-06-28,405.05,11,Inkoopboek kosten,19027,FiEivMut
IK000626,S50014,2016-07-01,52129.96,11,Inkoopboek kosten,19628,AscImp
IK000627,S54994,2016-07-04,306.84,11,Inkoopboek kosten,19609,AscImp
IK000628,S52224,2016-07-04,525.14,11,Inkoopboek kosten,19610,AscImp
IK000629,S50002,2016-07-06,3638.47,11,Inkoopboek kosten,19611,AscImp
IK000630,S50033,2016-07-07,1319.83,11,Inkoopboek kosten,19612,AscImp
IK000631,S50033,2016-07-08,1363.83,11,Inkoopboek kosten,19613,AscImp
IK000632,S50027,2016-07-11,152.22,11,Inkoopboek kosten,19614,AscImp
IK000633,S58231,2016-07-11,4835.6,11,Inkoopboek kosten,19615,AscImp
IK000634,S50026,2016-07-14,1574.21,11,Inkoopboek kosten,19616,AscImp
IK000635,S50035,2016-07-15,887.92,11,Inkoopboek kosten,19617,AscImp
IK000636,S50500,2016-07-19,348.48,11,Inkoopboek kosten,19618,AscImp
IK000637,S50039,2016-07-20,112.15,11,Inkoopboek kosten,19619,AscImp
IK000638,S50039,2016-07-21,2086.04,11,Inkoopboek kosten,19620,AscImp
IK000639,S50004,2016-07-22,2683.18,11,Inkoopboek kosten,19621,AscImp
IK000640,S50015,2016-07-22,536.72,11,Inkoopboek kosten,19622,AscImp
IK000641,S50023,2016-07-25,320.77,11,Inkoopboek kosten,19623,AscImp
IK000642,S58981,2016-07-25,751.4,11,Inkoopboek kosten,19624,AscImp
IK000643,S50021,2016-07-25,365.15,11,Inkoopboek kosten,19625,AscImp
IK000644,S50003,2016-07-26,392.26,11,Inkoopboek kosten,19626,AscImp
IK000645,S50037,2016-07-27,164.08,11,Inkoopboek kosten,19627,AscImp
IH000027,S51306,2016-07-28,199.65,11,Inkoopboek kosten,19928,FiEivMut
IH000028,S50035,2016-07-28,1335.43,11,Inkoopboek kosten,19929,FiEivMut
IK000646,S50090,2016-08-01,24200,11,Inkoopboek kosten,20633,AscImp
IK000647,S50014,2016-08-01,52129.96,11,Inkoopboek kosten,20634,AscImp
IK000648,S54994,2016-08-03,458.67,11,Inkoopboek kosten,20635,AscImp
IK000649,S52224,2016-08-03,592.13,11,Inkoopboek kosten,20636,AscImp
IK000650,S50002,2016-08-03,3638.47,11,Inkoopboek kosten,20637,AscImp
IK000651,S50033,2016-08-05,1454.38,11,Inkoopboek kosten,20638,AscImp
IK000652,S50033,2016-08-08,1299.3,11,Inkoopboek kosten,20639,AscImp
IK000653,S50011,2016-08-09,1208,11,Inkoopboek kosten,20640,AscImp
IK000654,S58231,2016-08-10,4492.94,11,Inkoopboek kosten,20641,AscImp
IK000655,S50026,2016-08-10,1574.21,11,Inkoopboek kosten,20642,AscImp
IK000656,S50035,2016-08-11,887.92,11,Inkoopboek kosten,20643,AscImp
IK000657,S50500,2016-08-11,348.48,11,Inkoopboek kosten,20644,AscImp
IK000658,S60002,2016-08-12,7100,11,Inkoopboek kosten,20645,AscImp
IK000659,S50015,2016-08-15,415.7,11,Inkoopboek kosten,20646,AscImp
IK000660,S50006,2016-08-15,284.35,11,Inkoopboek kosten,20647,AscImp
IK000661,S58981,2016-08-18,751.4,11,Inkoopboek kosten,20648,AscImp
IK000662,S50021,2016-08-19,365.15,11,Inkoopboek kosten,20649,AscImp
IK000663,S50003,2016-08-22,378.54,11,Inkoopboek kosten,20650,AscImp
IK000664,S60003,2016-08-23,5125,11,Inkoopboek kosten,20651,AscImp
IK000665,S52412,2016-08-24,901.6,11,Inkoopboek kosten,20652,AscImp
IK000666,S50037,2016-08-25,164.08,11,Inkoopboek kosten,20653,AscImp
IK000667,S50040,2016-08-26,1447.16,11,Inkoopboek kosten,20654,AscImp
IK000668,S50090,2016-08-31,24200,11,Inkoopboek kosten,20655,AscImp
IH000029,S51306,2016-08-30,332.75,11,Inkoopboek kosten,20873,FiEivMut
IH000030,S50035,2016-08-30,634.71,11,Inkoopboek kosten,20874,FiEivMut
IK000669,S50014,2016-09-01,52129.96,11,Inkoopboek kosten,20834,AscImp
IK000670,S54994,2016-09-02,308.04,11,Inkoopboek kosten,20835,AscImp
IK000671,S50002,2016-09-02,3638.47,11,Inkoopboek kosten,20836,AscImp
IK000672,S50033,2016-09-05,1340.75,11,Inkoopboek kosten,20837,AscImp
IK000673,S58231,2016-09-06,4230.54,11,Inkoopboek kosten,20838,AscImp
IK000674,S50026,2016-09-07,1574.21,11,Inkoopboek kosten,20839,AscImp
IK000675,S50035,2016-09-08,887.92,11,Inkoopboek kosten,20840,AscImp
IK000676,S50033,2016-09-08,1486.47,11,Inkoopboek kosten,20841,AscImp
IK000677,S50500,2016-09-09,348.48,11,Inkoopboek kosten,20842,AscImp
IK000678,S50037,2016-09-12,164.08,11,Inkoopboek kosten,20843,AscImp
IK000679,S50039,2016-09-13,905.87,11,Inkoopboek kosten,20844,AscImp
IK000680,S50015,2016-09-13,276.8,11,Inkoopboek kosten,20845,AscImp
IK000681,S58981,2016-09-14,751.4,11,Inkoopboek kosten,20846,AscImp
IK000682,S50021,2016-09-14,365.15,11,Inkoopboek kosten,20847,AscImp
IK000683,S50003,2016-09-15,240.48,11,Inkoopboek kosten,20848,AscImp
IK000684,S52412,2016-09-16,535.91,11,Inkoopboek kosten,20849,AscImp
IK000685,S52224,2016-09-21,582.8,11,Inkoopboek kosten,20850,AscImp
IK000686,S50036,2016-09-22,901.45,11,Inkoopboek kosten,20851,AscImp
IK000687,S50013,2016-09-26,17889.85,11,Inkoopboek kosten,20852,AscImp
IK000688,S50040,2016-09-27,1799.27,11,Inkoopboek kosten,20853,AscImp
IK000689,S50090,2016-09-30,24200,11,Inkoopboek kosten,20854,AscImp
IH000031,S50035,2016-09-29,742.4,11,Inkoopboek kosten,21722,FiEivMut
IH000032,S51306,2016-09-28,715.11,11,Inkoopboek kosten,21723,FiEivMut
IK000690,S50026,2016-10-03,1574.21,11,Inkoopboek kosten,21746,AscImp
IK000691,S50039,2016-10-04,115.49,11,Inkoopboek kosten,21747,AscImp
IK000692,S50014,2016-10-06,54635.9,11,Inkoopboek kosten,21748,AscImp
IK000693,S54994,2016-10-07,322.9,11,Inkoopboek kosten,21749,AscImp
IK000694,S52224,2016-10-07,664.97,11,Inkoopboek kosten,21750,AscImp
IK000695,S50002,2016-10-10,3638.47,11,Inkoopboek kosten,21751,AscImp
IK000696,S50033,2016-10-12,1465.46,11,Inkoopboek kosten,21752,AscImp
IK000697,S50033,2016-10-12,1357.05,11,Inkoopboek kosten,21753,AscImp
IK000698,S50027,2016-10-14,1526.42,11,Inkoopboek kosten,21754,AscImp
IK000699,S58231,2016-10-17,4657.5,11,Inkoopboek kosten,21755,AscImp
IK000700,S50035,2016-10-18,887.92,11,Inkoopboek kosten,21756,AscImp
IK000701,S50500,2016-10-19,378,11,Inkoopboek kosten,21757,AscImp
IK000702,S50004,2016-10-20,1240.25,11,Inkoopboek kosten,21758,AscImp
IK000703,S50015,2016-10-21,415.83,11,Inkoopboek kosten,21759,AscImp
IK000704,S50023,2016-10-21,320.77,11,Inkoopboek kosten,21760,AscImp
IK000705,S58981,2016-10-24,751.4,11,Inkoopboek kosten,21761,AscImp
IK000706,S50021,2016-10-24,365.15,11,Inkoopboek kosten,21762,AscImp
IK000707,S50003,2016-10-25,300.62,11,Inkoopboek kosten,21763,AscImp
IK000708,S52412,2016-10-26,719.04,11,Inkoopboek kosten,21764,AscImp
IK000709,S50037,2016-10-26,164.08,11,Inkoopboek kosten,21765,AscImp
IK000710,S50011,2016-10-27,3909,11,Inkoopboek kosten,21766,AscImp
IK000711,S50011,2016-10-27,783.5,11,Inkoopboek kosten,21767,AscImp
IK000712,S50011,2016-10-27,791,11,Inkoopboek kosten,21768,AscImp
IK000713,S50090,2016-10-31,24200,11,Inkoopboek kosten,21769,AscImp
IH000033,S51306,2016-10-31,1996.5,11,Inkoopboek kosten,22651,FiEivMut
IH000034,S50035,2016-10-31,840.89,11,Inkoopboek kosten,22652,FiEivMut
IK000714,S52224,2016-11-01,646.06,11,Inkoopboek kosten,22675,AscImp
IK000715,S50002,2016-11-01,3638.47,11,Inkoopboek kosten,22676,AscImp
IK000716,S50014,2016-11-02,53445.78,11,Inkoopboek kosten,22695,AscImp
IK000717,S50033,2016-11-03,1428.99,11,Inkoopboek kosten,22696,AscImp
IK000718,S50033,2016-11-04,1582.27,11,Inkoopboek kosten,22677,AscImp
IK000719,S50011,2016-11-07,1208,11,Inkoopboek kosten,22678,AscImp
IK000720,S58231,2016-11-09,4318.09,11,Inkoopboek kosten,22679,AscImp
IK000721,S50026,2016-11-10,1574.21,11,Inkoopboek kosten,22680,AscImp
IK000722,S50035,2016-11-10,887.92,11,Inkoopboek kosten,22681,AscImp
IK000723,S50500,2016-11-11,510.38,11,Inkoopboek kosten,22682,AscImp
IK000724,S50039,2016-11-15,1961.41,11,Inkoopboek kosten,22683,AscImp
IK000725,S50015,2016-11-15,535.81,11,Inkoopboek kosten,22684,AscImp
IK000726,S54994,2016-11-16,470.46,11,Inkoopboek kosten,22685,AscImp
IK000727,S50006,2016-11-16,284.35,11,Inkoopboek kosten,22686,AscImp
IK000728,S58981,2016-11-21,751.4,11,Inkoopboek kosten,22687,AscImp
IK000729,S50021,2016-11-22,365.15,11,Inkoopboek kosten,22688,AscImp
IK000730,S50003,2016-11-23,355,11,Inkoopboek kosten,22689,AscImp
IK000731,S52412,2016-11-23,936.96,11,Inkoopboek kosten,22690,AscImp
IK000732,S50036,2016-11-25,927.16,11,Inkoopboek kosten,22691,AscImp
IK000733,S50037,2016-11-28,164.08,11,Inkoopboek kosten,22692,AscImp
IK000734,S50040,2016-11-28,1904.84,11,Inkoopboek kosten,22693,AscImp
IK000735,S50090,2016-11-30,24200,11,Inkoopboek kosten,22694,AscImp
IH000035,S51306,2016-11-30,1164.63,11,Inkoopboek kosten,23655,FiEivMut
IH000036,S50035,2016-11-30,1586.92,11,Inkoopboek kosten,23656,FiEivMut
IK000736,S50014,2016-12-02,53445.78,11,Inkoopboek kosten,24207,AscImp
IK000737,S54994,2016-12-05,305.51,11,Inkoopboek kosten,24208,AscImp
IK000738,S52224,2016-12-05,983.32,11,Inkoopboek kosten,24227,AscImp
IK000739,S50002,2016-12-06,3638.47,11,Inkoopboek kosten,24209,AscImp
IK000740,S50033,2016-12-07,1530.03,11,Inkoopboek kosten,24210,AscImp
IK000741,S50033,2016-12-08,1447.4,11,Inkoopboek kosten,24211,AscImp
IK000742,S58231,2016-12-12,4388.27,11,Inkoopboek kosten,24212,AscImp
IK000743,S50026,2016-12-13,1574.21,11,Inkoopboek kosten,24213,AscImp
IK000744,S50035,2016-12-13,887.92,11,Inkoopboek kosten,24214,AscImp
IK000745,S50500,2016-12-14,348.48,11,Inkoopboek kosten,24215,AscImp
IK000746,S50039,2016-12-16,1209.27,11,Inkoopboek kosten,24216,AscImp
IK000747,S50004,2016-12-19,1433.85,11,Inkoopboek kosten,24217,AscImp
IK000748,S50015,2016-12-20,604.2,11,Inkoopboek kosten,24218,AscImp
IK000749,S58981,2016-12-23,751.4,11,Inkoopboek kosten,24219,AscImp
IK000750,S50021,2016-12-23,365.15,11,Inkoopboek kosten,24220,AscImp
IK000751,S50003,2016-12-23,238.53,11,Inkoopboek kosten,24221,AscImp
IK000752,S52412,2016-12-27,515.28,11,Inkoopboek kosten,24222,AscImp
IK000753,S50036,2016-12-27,1905.37,11,Inkoopboek kosten,24223,AscImp
IK000754,S50037,2016-12-28,164.08,11,Inkoopboek kosten,24224,AscImp
IK000755,S50040,2016-12-29,2037.64,11,Inkoopboek kosten,24225,AscImp
IK000756,S50090,2016-12-30,24200,11,Inkoopboek kosten,24226,AscImp
IH000037,S51306,2016-12-29,865.15,11,Inkoopboek kosten,24553,FiEivMut
IH000038,S50035,2016-12-29,1057.54,11,Inkoopboek kosten,24554,FiEivMut
BL000036,S50001,2016-01-31,41812,12,Belastingdienst,14371,FiVATDecl
BL000037,S50001,2016-02-29,34238,12,Belastingdienst,15013,FiVATDecl
BL000038,S50001,2016-03-31,51046,12,Belastingdienst,15714,FiVATDecl
BL000039,S50001,2016-04-30,50362,12,Belastingdienst,16468,FiVATDecl
BL000040,S50001,2016-05-31,144725,12,Belastingdienst,17222,FiVATDecl
BL000041,S50001,2016-06-30,127261,12,Belastingdienst,18127,FiVATDecl
BL000042,S50001,2016-07-31,110453,12,Belastingdienst,19028,FiVATDecl
BL000043,S50001,2016-07-31,112318,12,Belastingdienst,19811,HrTaxDecl
BL000044,S50001,2016-08-31,91734,12,Belastingdienst,19930,FiVATDecl
BL000045,S50001,2016-08-31,112234,12,Belastingdienst,20812,HrTaxDecl
BL000046,S50001,2016-09-30,107413,12,Belastingdienst,20875,FiVATDecl
BL000047,S50001,2016-09-30,106970,12,Belastingdienst,21707,HrTaxDecl
BL000048,S50001,2016-10-31,122030,12,Belastingdienst,21724,FiVATDecl
BL000049,S50001,2016-10-31,110626,12,Belastingdienst,22638,HrTaxDecl
BL000050,S50001,2016-11-30,112542,12,Belastingdienst,22653,FiVATDecl
BL000051,S50001,2016-11-30,126817,12,Belastingdienst,22706,HrTaxDecl
BL000052,S50001,2016-12-31,128359,12,Belastingdienst,23657,FiVATDecl
BL000053,S50001,2016-12-31,120390,12,Belastingdienst,24539,HrTaxDecl
